clean_comment,sentiment,rate
giao hàng nhanh chất được form dáng đẹp hơi lỗi đường chỉ tý thôi,POSITIVE,4
chất lượng sản phẩm được,POSITIVE,4
giày rất chất lượng mà giá siêu hạt rẻ thời gian giao hàng rất nhanh,POSITIVE,5
không đẹp như hình,NEGATIVE,1
sản phẩm tốt giao hàng đúng như hình,POSITIVE,4
cửa hàng ơi,NEGATIVE,2
quần đẹp rất ưng,POSITIVE,4
giao không đúng màu còn sai kích cỡ thất vọng ghê,NEGATIVE,1
size khó chọn lựa 52kg mặc size rộng thùng thình đổi thành áo khoác,NEGATIVE,1
giao nhanh nữa,NEUTRAL,3
xin lỗi cửa hàng nhưng mà sản phẩm quá tệ đóng gói không cẩn thận áo thì đường may kém may xiên sẹo còn có chỗ không thèm vắt sổ dáng áo thì tệ khỏi nói vải thì khi giặt phai tùn lum hết cả,NEGATIVE,1
áo mát cửa hàng đổi size rộng mặc rất thích,POSITIVE,4
chất lượng sản phẩm rất kém thời gian giao hàng rất chậm cửa hàng phục vụ rất kém,NEGATIVE,1
chất hơi mỏng mặc mát giá rẻ,NEUTRAL,3
áo đẹp lắm mặt vừa ý,POSITIVE,4
hàng tốt đúng sản phẩm chính hãng,POSITIVE,5
so với tiền là không đáng nít khác hình,NEGATIVE,1
áo đẹp nhưng rất mỏng phù hợp với giá tiền,NEUTRAL,3
áo mặc đẹp đúng chất chủ cửa hàng rất nhiệt tình và dễ thương,POSITIVE,4
thời gian giao hàng nhanh thời gian giao hàng nhanh đáng đồng tiền,POSITIVE,4
bột min thơm sẽ ủng hộ dài,POSITIVE,5
mình rất hài lòng với sản phẩm,POSITIVE,5
rat tốt,POSITIVE,5
mặc dễ xù,NEGATIVE,2
mình tưởng ngắn tay cửa hàng giao dài tay nhưng chất lượng rất ổn,POSITIVE,4
người bán không nhiệt tình,NEGATIVE,2
cửa hàng tự lấy kéo cắt nên áo quá ngắn,NEGATIVE,1
mang tiếng sale chứ người chỉ phù hợp với giá tiền 29k,NEGATIVE,1
rách ngay phần cánh tay,NEGATIVE,1
sản phẩm rất ổn cảm ơn cửa hàng,NEUTRAL,3
đóng gói hàng kỹ nữa,POSITIVE,5
siêu ưngg,POSITIVE,4
thời gian giao hàng rất nhanh chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời,POSITIVE,5
kiểu đẹp hình,POSITIVE,5
quá đẹp hihi,POSITIVE,4
giao hàng cực nhanh sách rất hay và toẹt dời còn ít phải 500 mới được,POSITIVE,5
chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời rất đáng tiền rất đáng tiền rất đáng tiền,POSITIVE,5
giao hàng hơi lâu nhưng áo đẹp ạ,POSITIVE,4
gửi không đúng mẫu hình,NEGATIVE,2
ổn nhưng có mỗi chữ black thôi không in không ra gì,POSITIVE,4
người may là cái màu xanh đều khác màu lần sau cửa hàng chú ý thêm nhé,POSITIVE,4
áo đẹp lắm cửa hàng,POSITIVE,4
chất không đẹp lắm nhưng không sao vì rẻ,NEUTRAL,3
eo oi gia thì rẻ ma chất lượng đẹp,POSITIVE,4
hàng loại ạ,NEGATIVE,2
giày đẹp hình giao hàng nhanh,POSITIVE,5
chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời cửa hàng phục vụ rất tốt cửa hàng phục vụ rất tốt cửa hàng phục vụ rất tốt,POSITIVE,5
vải không đk đẹp lắm,NEGATIVE,2
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt rất đáng tiền rất đáng tiền thời gian giao hàng rất nhanh,POSITIVE,5
bánh rất ngon thời gian giao hàng rất nhanh chất lượng sản phẩm tuyệt vời,POSITIVE,5
áo rộng,NEUTRAL,3
nếu có chắc chắn mình sẽ lựa không sao nào luôn rồi,NEGATIVE,1
cái này thì vải thô lắm cân nhắc mua cái khác thay thế vì vải không co giãn và thô mấy váy khác của shọp thi ổn,NEGATIVE,2
giao hàng nhanh chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn,POSITIVE,5
mình bé mà size xl không biết có mặc được không,NEUTRAL,3
hàng đẹp lắm luôn giống mẫu giá cả ổn,POSITIVE,5
dùng ngày thấy hút và lau sạch dù đường đi chưa thông minh lắm,POSITIVE,4
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh vải rất đẹp và xinh,POSITIVE,5
mình có ảnh mô tả,NEUTRAL,3
áo rất đẹp lun chất thun chạm vào rất mềm,POSITIVE,5
nhé,NEUTRAL,3
áo đẹp nhưng tay áo bị mất cúc,POSITIVE,4
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt cửa hàng phục vụ rất tốt cửa hàng phục vụ rất tốt cửa hàng phục vụ rất tốt cửa hàng phục vụ rất tốt cửa hàng phục vụ rất tốt rất đáng tiền rất đáng tiền rất đáng tiền rất đáng tiền,POSITIVE,5
đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt thời gian giao hàng rất nhanh phấn mùi hơi đau đầu,POSITIVE,4
hàng đẹp đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt,POSITIVE,5
chất lượng sản phẩm tuyệt vời mua nhiều lần rất ổn rất tin tưởng cửa hàng đẹp giá cả hợp lý,POSITIVE,5
áo đẹp vải mỏng mát nhưng chỉ thừa quá nhiều,NEUTRAL,3
không cho đổi trả,NEGATIVE,1
hàng đẹp như hình rất đáng tiền thời gian giao hàng rất nhanh cực kỳ ưng ý luôn,POSITIVE,5
áo phù hợp mặc đi học và đi chơi vì thấm hút mồ hôi rất tốt,POSITIVE,5
vải xấu khủng luôn,NEGATIVE,1
giá rẻ thì chịu vải không tốt với đường may không đẹp,NEGATIVE,1
hàng ổn chất đẹp giá rẻ,POSITIVE,4
rất đáng tiền rất đáng tiền,POSITIVE,4
đóng gói cẩn thận chúc cửa hàng ngày phát triển,POSITIVE,5
rất hài lòng,POSITIVE,5
áo hình chất đẹp ạ,POSITIVE,5
chất áo không đẹp lắm,NEGATIVE,2
mặt rất im,NEUTRAL,3
chất lượng sản phẩm tạm được do yê ma ch bi na qua không co nguyên ha,POSITIVE,4
chất lượng sản phẩm tuyệt vời rất ưng ý với sản phẩm,POSITIVE,5
khăn men rat thich,POSITIVE,5
nhưng không sao ạ,NEUTRAL,3
áo đẹp cửa hàng phục vụ rất tốt rất nhiệt tình chất lượng sản phẩm tuyệt vời,POSITIVE,5
đóng gói sản phẩm rất an toàn và chắc chắn,POSITIVE,5
hàng đẹp lắm ạ,POSITIVE,5
sản phẩm khi nhận rất là ưng ý màu rất đẹp chắc chắn không ngh nó xinh đến vậy giao hàng hàng nhanh đóng cẩn thận,POSITIVE,5
sẽ còn ủng hộ,POSITIVE,4
chất lượng sản phẩm tuyệt vời chất liệu rất ưng đáng tiền,POSITIVE,5
chất lượng sản phẩm tuyệt vời xài lần rùi vẫn như mới,POSITIVE,5
rất hài lòng đóng gói kỹ và sản phẩm đẹp đường may đẹp,POSITIVE,5
baking soda bột bay tùm lum,NEGATIVE,1
là qua đoạn dưới hay sơ vin là ổn,POSITIVE,4
hàng đẹp sẽ ủng hộ cửa hàng,POSITIVE,5
mình 45kg người nhỏ nhưng mặc áo bị cộc cánh tay áo bị ngắn,NEUTRAL,3
giao hộp hàng mà khi nhận nát ơi là nát,NEGATIVE,1
chưa sd nên chưa biết chất lượng đánh giá sau người giao hàng dễ thương,POSITIVE,4
lúc đặt hàng người sợ hàng khi nhận khác xa với trong ảnh nhưng khi nhận được hàng rồi thấy mình không có mua lầm cửa hàng gửi hàng nhanh có giấy cảm ơn và dây cột tóc làm cho không cảm thấy vui vui,POSITIVE,5
thời gian giao hàng chậm quá,NEGATIVE,2
robot mới,NEUTRAL,3
áo hình nhưng chất hơi xấu,NEUTRAL,3
cửa hàng vui vẻ nhiệt tình và rất dễ thương,POSITIVE,5
hết chỗ ns lun,POSITIVE,4
chất lượng tạm được màu không tươi như trong hình,POSITIVE,4
đóng gói sản phẩm kém chất lượng sản phẩm tạm được,NEGATIVE,2
hàng đóng cẩn thận chắc chắn,POSITIVE,4
chất lượng sản phẩm tạm được thời gian giao hàng nhanh,POSITIVE,5
áo đẹp vải rất ổn luôn,POSITIVE,4
chưa gì đã rách vậy trời lại mất công khâu,NEGATIVE,2
cỡ người 70kg mặc vừa,NEUTRAL,3
chất lượng sản phẩm khá đẹp nhưng không như ý ngh lắm,POSITIVE,4
mong cửa hàng có nhiều khách hơn,POSITIVE,5
chất lượng sản phẩm tuyệt vời cửa hàng phục vụ rất tốt áo rất đẹp,POSITIVE,5
áo mỏng thun dãn phù hợp giá tiền,POSITIVE,4
ao mac dep thời gian giao hàng rất nhanh,POSITIVE,5
chất hơi mỏng rất đáng tiền,POSITIVE,4
cứ tưởng là cái mền cửa hàng ạ,NEGATIVE,2
chất quá ổn sóp ạh cam on ạ,POSITIVE,5
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn thời gian giao hàng rất nhanh rất đáng tiền,POSITIVE,5
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn rất hài lòng sản phẩm của mình sẽ ủng hộ cửa hàng,POSITIVE,5
tôi đặt xl mà giao cho tôi áo quá nhỏ làm sao tôi mặc được,NEGATIVE,2
không ngờ lại ngon thế,POSITIVE,5
bạn nào không thjk mang rộng thì lấy ổn nhé,NEUTRAL,3
rất chi là đáng tiền,POSITIVE,5
chất lượng sản phẩm tuyệt vời cửa hàng phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh cửa hàng bán nhiều quần áo sơ mi order hơn nữa đi hứa sẽ ủng hộ,POSITIVE,5
cửa hàng ghi freeship nhưng thực tế không phải,NEUTRAL,3
đặt xl mà cửa hàng giao,NEGATIVE,2
chất lượng ổn sao vì chủ cửa hàng quá dthuong,POSITIVE,5
mặc thích lắm thời gian giao hàng rất nhanh,POSITIVE,5
chất vải đẹp và mát lắm ạ,POSITIVE,4
chất ổn nhưng đặt size lại giao,NEUTRAL,3
đẹp như hình không uổng công mua,POSITIVE,5
áo đẹp siêu cute,POSITIVE,5
moi nhin thay dep không biet dung co bi den không,NEUTRAL,3
lúc đặt có 1k giao hàng về 5k,NEGATIVE,2
ngoài sản phẩm mình đặc cửa hàng còn tằng thêm sản phẩm khuyến mãi,POSITIVE,5
mình ưng lắm,POSITIVE,4
chất lượng đúng giá tiền,POSITIVE,5
chất liệu vải đẹp nhưng màu sắc thì hơi xỉn,POSITIVE,4
rộng hết hồn,NEGATIVE,2
đang tự hỏi phải của rẻ là của ôi không khi vừa khui hộp là cái xài được có,NEGATIVE,2
mua áo rồi mua thêm lần nữa vì dáng quá đẹp vải lại tốt và mátt giặt không bị bông vải,POSITIVE,5
tuy nhiên bạn nào tầm 1m6 thì sẽ ổn hơn mình 1m62 mặc hơi cộc size xl,NEGATIVE,2
vải mềm rất vừa vặn,NEUTRAL,3
vừa nhận hàng xong và cảm xúc là trời ạ,NEGATIVE,1
tuy nhiên hôm trước em mua cái màu cà phê,NEUTRAL,3
ổn em nhận được rồi,POSITIVE,4
chất vải mỏng nhưng mềm thích hơn màu trắng,POSITIVE,4
màu lên màu hồng không phải màu cam hicc,NEGATIVE,2
mọi người nên mua áo này này,POSITIVE,5
giao hàng không đúng,NEGATIVE,2
áo rộng quá,NEGATIVE,2
rất thích luôngg,POSITIVE,5
cái váy quá mỏng,NEGATIVE,2
đầm rất đẹp mà giá rẻ nữa,POSITIVE,5
tai dài hơn hình trông hơi kì,NEGATIVE,1
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh rất đáng tiền,POSITIVE,5
đóng gói sản phẩm rất đẹp và chắc chắn đóng gói sản phẩm rất đẹp và chắc chắn đóng gói sản phẩm rất đẹp và chắc chắn đóng gói sản phẩm rất đẹp và chắc chắn đóng gói sản phẩm rất đẹp và chắc chắn đóng gói sản phẩm rất đẹp và chắc chắn đóng gói sản phẩm rất đẹp và chắc chắn,POSITIVE,5
giao mẫu cộc tay,NEGATIVE,1
vải xấu mỏng nóng,NEGATIVE,1
cảm ơn cửa hàng nhé,POSITIVE,5
bé nhỏ người có thể dắt xe nhấc xe lên để chơi,NEUTRAL,3
áo đẹp cửa hàng chu đáo,POSITIVE,5
gói hàng cẩn thận chắc chắn,POSITIVE,4
không phải màu trắng như hình chụp,NEGATIVE,2
chih chủ nói chuyện vô cùng lịch sự tư vấn nhiệt tình,POSITIVE,4
đóng gói sản phẩm rất đẹp và chắc chắn thời gian giao hàng rất nhanh đã mở dùng và cảm thấy ổn có mùi hoa hồng nhẹ,POSITIVE,5
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn hàng hình rất đẹp,POSITIVE,5
nhìn ba cái áo lỡ mua không đổi được chật không mặc đuợc mà lòng buồn mênh mang,NEGATIVE,1
vận chuyển nhanh đóng gói rất cẩn thận bé nhà mình trộm vía ăn rất hợp ăn và tiêu hoá tốt sẽ ủng hộ cửa hàng lâu dài,POSITIVE,5
cửa hàng làm ăn rất chán,NEGATIVE,1
mùi hơi nhẹ,NEUTRAL,3
mua mau đen giao màu xanh,NEGATIVE,1
váy đẹp cám ơn cửa hàng,POSITIVE,5
lần đầu mua đã ưng rồi,POSITIVE,5
shipper đt mình ra nhận quà mà nghe giật mình,POSITIVE,5
chủ cửa hàng tư vấn nhiệt tình nữa,POSITIVE,5
sẽ ủng hộ cửa hàng dài dài rất đáng tiền cửa hàng phục vụ rất tốt,POSITIVE,5
áo chỉ là chất thun lạnh bình thường chứ không có lót nỉ sản phẩm phù hợp với giá tiền 29 00đ,NEUTRAL,3
mua lần t3 vẫn tuyệt vời,POSITIVE,5
thích cực,POSITIVE,5
mọi người yên tâm mua nhé,POSITIVE,5
chất lượng sản phẩm rất kém mới gởi về hư card đóng gói sản phẩm rất kém thùng máy tính bị bể,NEGATIVE,1
áo co giãn nhẹ mình 50kg béo quá không chui vừa,NEUTRAL,3
cay vừa phải,POSITIVE,4
in áo không đẹp chỉ thừa rất nhìu,NEGATIVE,1
quần form ôm đẹp tôn dáng đường may chắc chắn,POSITIVE,5
áo vải tốt chắc,POSITIVE,5
chất lượng sản phẩm tuyệt vời cảm ơn cửa hàng chúc cửa hàng bán hàng ngày càng gặt hái nhiều thành công,POSITIVE,5
giao nhầm size vải được,NEUTRAL,3
quá thất vọng với cách làm việc of cửa hàng,NEGATIVE,1
chất phù hợp với giá tiền sẽ xù nhưng vì mặc bầu mấy tháng thôi nên người hợp lý,POSITIVE,4
tiền mất mà xài không ra gì màng hình mờ mau không rõ cài đặc không vào,NEGATIVE,1
đóng gói gọn,POSITIVE,4
áo quá ổn giá cả hợp lí với túi tiền học sinh sv,POSITIVE,5
váy ngắn quá ah,NEGATIVE,2
nhưng với giá tiền như vậy là hợp lí rồi,POSITIVE,4
châ liê tô đa người tin du người,POSITIVE,5
đẹp chất ổn lắm,POSITIVE,5
người tạm,NEUTRAL,3
nói chung rất hài lòng,POSITIVE,5
excellent seller service quality excellent seller service quality excellent product quality,POSITIVE,5
size mặc không vừa nhưng cửa hàng nhiệt tình đổi lại size khác,POSITIVE,4
mìh thấy sản phẩm ổn mà không chê đx chổ nào luôn mặc mà chồng khen mông vk đẹp luôn ý hihi,POSITIVE,5
đẹp nhưng from hơi rộng,POSITIVE,4
em mua hàng người khó tính nhưng chất lượng thực sự làm em hài lòng ạ,POSITIVE,5
nói chung thì với giá đó là ổn rồi mọi người,NEUTRAL,3
thêm cái cửa hàng tư vấn nhiệt tình tận tâm nên không sao người uổng cảm ơn cửa hàng,POSITIVE,5
chất lượng sản phậm tạm được,NEUTRAL,3
war machine đen nhân vật sản phẩm hơi thô màu sắc không đẹp như captain và iron man 43 đỏ khớp hơi cứng khó tạo hình,NEGATIVE,2
đầm đẹp chất vải ổn,POSITIVE,5
phục vụ rất tốt và hàng người ngon,POSITIVE,5
không thich lam,NEGATIVE,2
vải đẹp giao đúng màu rất thích nhé cửa hàng chất lượng sản phẩm tuyệt vời,POSITIVE,4
hơi mỏng nhưng so với giá tiền thì quá oki,POSITIVE,4
chất len ổn giao hàng siêu nhanh luôn mới đặt hôm chủ nhật trưa t2 đã có rồi,POSITIVE,4
chủ cửa hàng nhiệt tình rất ưng ý,POSITIVE,5
chất đẹp tư vấn nhiệt tình,POSITIVE,5
rất tiếc,NEGATIVE,1
bộ đen chất không đẹp như bộ cam vải mỏng,NEUTRAL,3
haizz,NEGATIVE,1
kha ch hang bao doi tra thi chang ý kien gi bơ di,NEGATIVE,1
nhìn chung rất ổn,POSITIVE,5
mong các lần khác sẽ vẫn tốt như vậy,POSITIVE,5
chất lượng sản phẩm quá tuyệt vời rất ưng măc vào rất tôn dáng thời gian giao hàng rất nhanh,POSITIVE,5
chat trang cung xau hon chat den,NEGATIVE,2
nhiều chỉ thừa và lệch,NEGATIVE,2
đep re mac rat om cho cửa hàng 10 luon lan đau mua cua cửa hàng nhung rat thich ung ho cửa hàng dai dai,POSITIVE,5
làm ăn không có tâm,NEGATIVE,1
không giống hình hủ dơ không đẹp,NEGATIVE,2
cửa hàng có giao lộn nhưng đã có gửi lại và kèm theo quà tặng trả lại tiền giao hàng nữa,POSITIVE,5
cửa hàng phục vụ rất tốt thời gian giao hàng rất nhanh được tặng cái dây buộc tóc nữa,POSITIVE,5
chất lượng sản phẩm tuyệt vời chờ tiếng việt hơi lâu chút nhưg không sao,POSITIVE,5
chát lượng tai nghe quá kém cửa hàng ah nghe tậm tịt cứ phải chỉnh dây suốt,NEGATIVE,1
sản phẩm đáng tiền lắm ạ,POSITIVE,4
áo chất siêu đẹp chuẩn hình,POSITIVE,5
áo form rộng chất mát,POSITIVE,4
vải khá mỏng và rất giao hàng khá nhanh,NEGATIVE,1
chất lượng sản phẩm tạm được giá cả chấp nhận được thời gian giao hàng nhanh,POSITIVE,5
chất đẹp giá rất ổn,POSITIVE,5
sản phẩm ổn,POSITIVE,4
hang dep,POSITIVE,5
màu sắc sặc sỡ không như hình,NEGATIVE,2
sản phẩm dùng ổn,POSITIVE,4
chất lượng sản phẩm thì người ổn đóng gói sản phẩm rất đẹp và chắc chắn nói chung là rất đáng tiền,POSITIVE,5
nhất định còn ủng hộ dài dài,POSITIVE,5
dáng áo hình rất đáng tiền,POSITIVE,5
anh đe nhưng mi nh vâ thi ch be ngư ro như trong anh nh hơn,POSITIVE,4
thời gian giao hàng rất nhanh đầm ren mềm xưởng may gần giống hình giá cả phù hợp,POSITIVE,5
vận chuyển móp hết cả hộp về không mang tặng được,NEUTRAL,3
không bao giờ mua habgf của shopee nữa,NEGATIVE,1
nhưng chất liệu không như bên cửa hàng đã chú thích,NEGATIVE,2
hàng hình đẹp form chuẩn giá rẻ loại này mua ở ngoài 100k 1c,NEUTRAL,3
chất dày hình in đẹp nhưng form không chuẩn mua chiếc form rộng tay lỡ mà chiếc dài như áo của con trai vậy form áo nhìn không đẹp giao sai màu chiếc áo mèo cá,NEUTRAL,3
vải mỏng chất lượng kém không đáng tiền mua,NEGATIVE,1
áo đẹp lắm cửa hàng sao cho cửa hàng fom chuẩn vải đẹp,POSITIVE,5
nơ quà tặng rất xinh,POSITIVE,5
quần toàn bị xoắn trên bụng lại,NEGATIVE,2
vải dễ nhăn,NEGATIVE,2
đúng màu vàng nghệ nhìn ngoài đẹp hơn trong ảnh,POSITIVE,5
áo đẹp rất đáng tiền cửa hàng phục vụ rất tốt,POSITIVE,5
quần xinh hơi ngắn chút,NEUTRAL,3
cửa hàng giao thiếu hàng nhắn tin bảo sẽ bù lại tiền nhưng chẳng thấy đâu thái độ phục vụ không tốt,NEGATIVE,1
hàng đep lắm,POSITIVE,5
mình thắc mắc thì mình hỏi bạn không trả lời cho đến khi mình huỷ thì bạn từ chối,NEGATIVE,2
túi thì đẹp mà cái khóa bị gãy,POSITIVE,4
áo đẹp lắm ạk chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn rất đáng tiền thời gian giao hàng rất nhanh,POSITIVE,5
rất ưng ý về chất lượng sản phẩm và thái độ phục vụ của cửa hàng bạn,POSITIVE,5
thời gian giao hàng đúng với thỏa thuận,POSITIVE,4
chất lượng giày tốt,POSITIVE,5
1c rộng vải xấu 1c đẹp hơn chút,POSITIVE,5
phần ren mềm mại sexy,POSITIVE,5
giá lại ổn nữa,POSITIVE,4
chat luong sản phẩm kha tot,POSITIVE,4
chủ cửa hàng thân thiện,POSITIVE,4
cửa hàng phục vụ rất tốt,POSITIVE,5
hàng đẹp lắm ạ còn rẻ nữa cửa hàng phục vụ rất tốt,POSITIVE,5
hộp móp méo bề mặt đàn hơi xước,NEGATIVE,1
quần xấu lắm,NEGATIVE,1
quần mặc rất ổn ae ạ,POSITIVE,4
mình đặt side mà giao side,NEGATIVE,1
mỏng lắm,NEGATIVE,2
chất lượng sản phẩm đẹp đóng gói sản phẩm rất đẹp và chắc chắn,POSITIVE,5
khó lắp nắp bình và bình có mùi hoá chất rất khó chịu,NEGATIVE,1
60k ổn fi vchuyen tren 30k không like,NEUTRAL,3
đôi tất tặng kèm rất xinh,POSITIVE,5
mik dùng thuoc được 3ngày và giảm được 3kg vì 1ngày giảm mất 1kg nên cơ thể mik không chịu nổi và mik đã ngưng thuoc thuoc buổi sáng cho mình cảm giác no không muốn ăn còn thuoc buổi tối thì là giảm cân,NEUTRAL,3
rộng không giống ảnh,NEGATIVE,2
không ngờ nó lại đẹp đến như vậy,POSITIVE,5
chất lượng sản phẩm tuyệt vời rat tôn dáng nhá,POSITIVE,5
thun mỏng,NEUTRAL,3
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn vải hơi cứng,POSITIVE,4
hàng giống hình chất vải ổn,POSITIVE,4
giao thieu hang,NEGATIVE,2
đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt với giá tiền như vậy sản phẩm như vậy là rất ổn quần mình lấy 2xl mặc mới thoải mái mình 60 kg 1m67 nhé,POSITIVE,5
đã nhận được hàng nhưng chưa bik tốt hay không full box bao bọc kỹ giao hàng nhanh tặng kèm ốp silicon màu cam chói quá cho cửa hàng 5sao vì gọi điện thoại quan tâm,POSITIVE,5
chất mềm mát cực thíc,POSITIVE,4
áo hình chất tuyệt vời ông mặt trời thời gian giao hàng rất nhanh,POSITIVE,5
chất vải xấu quá,NEGATIVE,1
vải rất đẹp và mát,POSITIVE,5
mình ở hn bảo mua cái bảo được free giao hàng mà không được free cái chất khác nhau vậy cửa hàng,NEGATIVE,1
chất lượng sản phẩm rất kém đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt rất không đáng tiền rất không đáng tiền thời gian giao hàng rất nhanh,NEGATIVE,1
bọc đẹp hàng chuẩn,POSITIVE,5
minh bi do hop khi gui,NEGATIVE,2
đường may ẩu thả,NEGATIVE,1
sản phẩm như lồn,NEGATIVE,1
sản phẩm đẹp như hình đóng gói chắc chắn,POSITIVE,5
hàng đi như hình nhé,POSITIVE,5
áo bt chất khá xấu đóng gói sản phẩm chắc chắn,NEUTRAL,3
màu không giống hình lắm,NEUTRAL,3
xe nhẹ cute phù hợp cho bé còn nhỏ đi vừa vặn dễ dàng,POSITIVE,4
lần đầu tiên mua hàng thảm hoạ,NEGATIVE,1
mình 58kg mặc rất ổn,NEUTRAL,3
vẫn cho thời gian giao hàng rất nhanh,POSITIVE,5
mình chỉ không hài lòng phần vạt áo lúc mặc bị vênh ra ngoài lông gắn không chắc chắn nhưng so với giá tiền thì rất đáng tiền và ổn,POSITIVE,4
bị phai màu rất nhiều,NEGATIVE,1
vải mềm mặc dễ chịu,POSITIVE,5
chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt thời gian giao hàng rất nhanh,POSITIVE,5
rất đáng tiền nhưg mỏngvải,NEUTRAL,3
đồ đẹp nhưng váy bị rách,NEUTRAL,3
không mặc nổi cửa hàng phục vụ kém,NEGATIVE,1
thái độ lại khách hàng khi ib hỏi,NEGATIVE,2
rẻ đẹp dễ sử dụng,POSITIVE,5
okk lắm nhé,NEUTRAL,3
nhìn xót lắm luôn,NEGATIVE,2
chất liệu hơi mỏng nhưng đã rất tốt,POSITIVE,4
tạm được hơi mắc so với chất liệu 80 không thì hợp lý hơn,NEUTRAL,3
san pham dep nhu hinh,POSITIVE,5
quần vải trơn mịn form đẹp,POSITIVE,5
chất lượng sản phẩm tuyệt vời cửa hàng phục vụ rất tốt thời gian giao hàng rất nhanh đây là lần thứ mua ở cửa hàng rồi lần nào người rất ưng ý khỏi chê luôn kiểu này tiền bay qua cửa hàng dài dài,POSITIVE,5
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh rất đáng tiền,POSITIVE,5
đóng gói khá kỹ nhưng khi bóc ra thì hộp đã bị mở bung như thế này rồi còn không thèm đóng trả lại nguyên trạng trước khi đưa hàng luôn,NEGATIVE,2
sản phẩm quá kém chất lượng thấp không giống hình,NEGATIVE,1
san phẩm không chất lương,NEGATIVE,1
có vẻ chất áo hơi mỏng nóng,NEUTRAL,3
áo tạm được đườg may không đẹp lắm,POSITIVE,4
quần vic chất ổn thích chất đó sẽ mua tiếp,POSITIVE,5
máy hơi yếu xíu,NEGATIVE,2
chị chủ cute,POSITIVE,5
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn,POSITIVE,5
giày rất đẹp giống hình giao hàng rất nhanh,POSITIVE,5
chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn đóng gói sản phẩm rất đẹp và chắc chắn rất đáng tiền thời gian giao hàng rất nhanh,POSITIVE,5
bạn nào còn phân vân thì nên mua nhé ahii,POSITIVE,5
đàn dễ thương lấm nhé cửa hàng rất đáng tiền thời gian giao hàng rất nhanh,POSITIVE,4
áo này mua cái màu đen xong là mình muốn đặt mua luôn cái trắng mặc gì người đẹp,POSITIVE,5
sẽ ủng hộ cửa hàng dài dài,POSITIVE,4
nhận được hàng hài lòng hơn sự mong đợi,POSITIVE,5
đóng gói chắn chắn,POSITIVE,5
vải rất mịn đáng giá tiền,POSITIVE,5
vải quá mõng,NEGATIVE,1
sợ tuần sau bụng to hơn là không vừa rùi hix hix,NEUTRAL,3
form bao đẹp,POSITIVE,5
giao nhầm màu kích thước không đúng nhưng được cái sản phẩm chất lượng nên tạm chấp nhận,NEUTRAL,3
ram như mới rất đáng tiền cửa hàng phục vụ rất tốt thời gian giao hàng rất nhanh đóng gói sản phẩm rất sơ sài chất lượng sản phẩm tuyệt vời,NEUTRAL,3
hàng đẹp vải tốt lắm ạ,POSITIVE,5
nói chung mang tiếng mua hàng chính hãng còn thua cả hàng xách tay,NEGATIVE,2
đưa cho cái dây không giống trong ảnh khác màu và rất mỏng manh yêu cầu đổi dây khác không giải quyết,NEGATIVE,1
